_pid,_asset_data.original_filename,_doi,title-1:title_sort_portion
cul:n8pk0p2q3x,pl41_153_077r.tif,doi:10.7916/D8VH75MR,Leaf 077 - Recto
cul:k3j9kd530n,pl41_154_077v.tif,doi:10.7916/D8087P4H,Leaf 077 - Verso
cul:7wm37pvp0q,pl41_155_078r.tif,doi:10.7916/D8G74XH6,Leaf 078 - Recto
cul:wm37pvmfgg,pl41_156_078v.tif,doi:10.7916/D8QR6DVK,Leaf 078 - Verso
cul:m0cfxpnxhn,pl41_157_079r.tif,doi:10.7916/D86T24H9,Leaf 079 - Recto
cul:79cnp5hrwp,pl41_158_079v.tif,doi:10.7916/D8BK2W49,Leaf 079 - Verso
cul:8cz8w9gkfq,pl41_159_080r.tif,doi:10.7916/D85T5391,Leaf 080 - Recto
cul:2v6wwpzj6z,pl41_160_080v.tif,doi:10.7916/D8224BHQ,Leaf 080 - Verso
cul:66t1g1jzd9,pl41_161_081r.tif,doi:10.7916/D8FB6KQ7,Leaf 081 - Recto
cul:xpnvx0k830,pl41_162_081v.tif,doi:10.7916/D8K08N3J,Leaf 081 - Verso
cul:fxpnvx0mvp,pl41_163_082r.tif,doi:10.7916/D8TJ04FG,Leaf 082 - Recto
cul:4mw6m90781,pl41_164_082v.tif,doi:10.7916/D8Z90W68,Leaf 082 - Verso
cul:v15dv41qf1,pl41_165_083r.tif,doi:10.7916/D89K5V2T,Leaf 083 - Recto
cul:37pvmcvg88,pl41_166_083v.tif,doi:10.7916/D8321CRF,Leaf 083 - Verso
cul:cnp5hqc15g,pl41_167_084r.tif,doi:10.7916/D8PR9CQ6,Leaf 084 - Recto
cul:hqbzkh1b05,pl41_168_084v.tif,doi:10.7916/D8X93V1F,Leaf 084 - Verso
cul:c866t1g348,pl41_169_085r.tif,doi:10.7916/D81279CB,Leaf 085 - Recto
cul:gf1vhhmj85,pl41_170_085v.tif,doi:10.7916/D84T8246,Leaf 085 - Verso
cul:qnk98sf98f,pl41_171_086r.tif,doi:10.7916/D8SJ33C0,Leaf 086 - Recto
cul:tdz08kptcn,pl41_172_086v.tif,doi:10.7916/D8NS2BRM,Leaf 086 - Verso
cul:vx0k6djk02,pl41_173_087r.tif,doi:10.7916/D88K8SWK,Leaf 087 - Recto
cul:3n5tb2rd7h,pl41_174_087v.tif,doi:10.7916/D8J40994,Leaf 087 - Verso
cul:m0cfxpnxhp,pl41_175_088r.tif,doi:10.7916/D8W96SZJ,Leaf 088 - Recto
cul:866t1g1mg0,pl41_176_088v.tif,doi:10.7916/D8DB9JP6,Leaf 088 - Verso
cul:80gb5mknh6,pl41_177_089r.tif,doi:10.7916/D8RJ629H,Leaf 089 - Recto
cul:zkh18933kc,pl41_178_089v.tif,doi:10.7916/D87M1RPV,Leaf 089 - Verso
cul:rxwdbrv2tj,pl41_179_090r.tif,doi:10.7916/D8H4389J,Leaf 090 - Recto
cul:8kprr4xjjt,pl41_180_090v.tif,doi:10.7916/D83V10ZH,Leaf 090 - Verso
cul:3bk3j9kfrz,pl41_181_091r.tif,doi:10.7916/D8MW40X6,Leaf 091 - Recto
cul:hx3ffbg8vt,pl41_182_091v.tif,doi:10.7916/D8CC2HHX,Leaf 091 - Verso
cul:4f4qrfj8cn,pl41_183_092r.tif,doi:10.7916/D803089D,Leaf 092 - Recto
cul:1jwstqjrn7,pl41_184_092v.tif,doi:10.7916/D8VD8G6F,Leaf 092 - Verso
cul:31zcrjdh84,pl41_185_093r.tif,doi:10.7916/D8BC5G9N,Leaf 093 - Recto
cul:g1jwstqm94,pl41_186_093v.tif,doi:10.7916/D86M4QKX,Leaf 093 - Verso
cul:f1vhhmgs7p,pl41_187_094r.tif,doi:10.7916/D8QN7QK2,Leaf 094 - Recto
cul:sbcc2fr0qk,pl41_188_094v.tif,doi:10.7916/D8Z625SX,Leaf 094 - Verso
cul:ghx3ffbhsx,pl41_189_095r.tif,doi:10.7916/D8G4674Q,Leaf 095 - Recto
cul:gb5mkkwjss,pl41_190_095v.tif,doi:10.7916/D8KW6ZWS,Leaf 095 - Verso
cul:mpg4f4qt3c,pl41_191_096r.tif,doi:10.7916/D8F495WK,Leaf 096 - Recto
cul:2v6wwpzj70,pl41_192_096v.tif,doi:10.7916/D82V3ZX3,Leaf 096 - Verso
cul:k3j9kd530p,pl41_193_097r.tif,doi:10.7916/D8PP0PH4,Leaf 097 - Recto
cul:cc2fqz62m0,pl41_194_097v.tif,doi:10.7916/D8TF1F4H,Leaf 097 - Verso
cul:79cnp5hrwq,pl41_195_098r.tif,doi:10.7916/D8JW9XPH,Leaf 098 - Recto
cul:3ffbg79f8w,pl41_196_098v.tif,doi:10.7916/D8X654RW,Leaf 098 - Verso
cul:cc2fqz62m1,pl41_197_099r.tif,doi:10.7916/D85M7PHF,Leaf 099 - Recto
cul:ttdz08krc6,pl41_198_099v.tif,doi:10.7916/D89C8F58,Leaf 099 - Verso
cul:n5tb2rbqk2,pl41_199_100r.tif,doi:10.7916/D81Z5N50,Leaf 100 - Recto
cul:tx95x69qx1,pl41_200_100v.tif,doi:10.7916/D80Z8M4Z,Leaf 100 - Verso
cul:fqz612jnwb,pl41_201_101r.tif,doi:10.7916/D88D1D1F,Leaf 101 - Recto
cul:tdz08kptcp,pl41_202_101v.tif,doi:10.7916/D8HX2WDW,Leaf 101 - Verso
cul:6hdr7sqwx1,pl41_203_102r.tif,doi:10.7916/D84Q9BRX,Leaf 102 - Recto
cul:d2547d7z99,pl41_204_102v.tif,doi:10.7916/D8W683MH,Leaf 102 - Verso
cul:brv15dv5nj,pl41_205_103r.tif,doi:10.7916/D8NP3N6H,Leaf 103 - Recto
cul:np5hqbzn39,pl41_206_103v.tif,doi:10.7916/D8SF4D1K,Leaf 103 - Verso
cul:1zcrjdfpp3,pl41_207_104r.tif,doi:10.7916/D8GX5V9Z,Leaf 104 - Recto
cul:qnk98sf98g,pl41_208_104v.tif,doi:10.7916/D83R29P0,Leaf 104 - Verso
cul:ncjsxkspn3,pl41_209_105r.tif,doi:10.7916/D8MP6M1P,Leaf 105 - Recto
cul:jm63xsj5g2,pl41_210_105v.tif,doi:10.7916/D8RF7BTW,Leaf 105 - Verso
cul:b8gtht782h,pl41_211_106r.tif,doi:10.7916/D8C553NT,Leaf 106 - Recto
cul:d7wm37px84,pl41_212_106v.tif,doi:10.7916/D8D524PV,Leaf 106 - Verso
cul:98sf7m0f26,pl41_213_107r.tif,doi:10.7916/D8001JZK,Leaf 107 - Recto
cul:5tb2rbp1bb,pl41_214_107v.tif,doi:10.7916/D87H32BT,Leaf 107 - Verso
cul:5dv41ns3bz,pl41_215_108r.tif,doi:10.7916/D8QG09M5,Leaf 108 - Recto
cul:fttdz08ncx,pl41_216_108v.tif,doi:10.7916/D8V712CB,Leaf 108 - Verso
cul:2bvq83bmt7,pl41_217_109r.tif,doi:10.7916/D82R58H5,Leaf 109 - Recto
cul:h44j0zpdvx,pl41_218_109v.tif,doi:10.7916/D86H617W,Leaf 109 - Verso
cul:d51c59zxp5,pl41_219_110r.tif,doi:10.7916/D8FX8T8X,Leaf 110 - Recto
cul:n02v6wwrkv,pl41_220_110v.tif,doi:10.7916/D8B86RWX,Leaf 110 - Verso
cul:brv15dv5nk,pl41_221_111r.tif,doi:10.7916/D8KP9JWW,Leaf 111 - Recto
cul:wh70rxwg0h,pl41_222_111v.tif,doi:10.7916/D8Z04RXF,Leaf 111 - Verso
cul:qfttdz0b4c,pl41_223_112r.tif,doi:10.7916/D8F20GGT,Leaf 112 - Recto
cul:sj3tx95zrm,pl41_224_112v.tif,doi:10.7916/D8HT4639,Leaf 112 - Verso
cul:sj3tx95zrn,pl41_225_113r.tif,doi:10.7916/D85H903H,Leaf 113 - Recto
cul:bg79cnp74n,pl41_226_113v.tif,doi:10.7916/D8JQ2HTZ,Leaf 113 - Verso
cul:sf7m0cg08b,pl41_227_114r.tif,doi:10.7916/D81R879W,Leaf 114 - Recto
cul:0cfxpnvzjm,pl41_228_114v.tif,doi:10.7916/D8989QVW,Leaf 114 - Verso
cul:1c59zw3skj,pl41_229_115r.tif,doi:10.7916/D8T7416H,Leaf 115 - Recto
cul:q2bvq83d6n,pl41_230_115v.tif,doi:10.7916/D8PG38GS,Leaf 115 - Verso
cul:5dv41ns3c0,pl41_231_116r.tif,doi:10.7916/D80S164M,Leaf 116 - Recto
cul:wm37pvmfgh,pl41_232_116v.tif,doi:10.7916/D8S7703K,Leaf 116 - Verso
cul:63xsj3tzvh,pl41_233_117r.tif,doi:10.7916/D84J1XW0,Leaf 117 - Recto
cul:hqbzkh1b06,pl41_234_117v.tif,doi:10.7916/D8NG67G6,Leaf 117 - Verso
cul:05qfttf0ms,pl41_235_118r.tif,doi:10.7916/D8W10PPP,Leaf 118 - Recto
cul:z34tmpg60n,pl41_236_118v.tif,doi:10.7916/D8X07QS2,Leaf 118 - Verso
cul:9w0vt4bb34,pl41_237_119r.tif,doi:10.7916/D8892PQ2,Leaf 119 - Recto
cul:dncjsxkv7s,pl41_238_119v.tif,doi:10.7916/D8D23FFS,Leaf 119 - Verso
cul:vdncjsxngd,pl41_239_120r.tif,doi:10.7916/D8C26D8Z,Leaf 120 - Recto
cul:rr4xgxd3t3,pl41_240_120v.tif,doi:10.7916/D8MK7WPV,Leaf 120 - Verso
cul:5x69p8d0xq,pl41_241_121r.tif,doi:10.7916/D8R79Z25,Leaf 121 - Recto
cul:wm37pvmfgj,pl41_242_121v.tif,doi:10.7916/D83J4WQ5,Leaf 121 - Verso
cul:gf1vhhmj86,pl41_243_122r.tif,doi:10.7916/D8795NFW,Leaf 122 - Recto
cul:cz8w9ghzq5,pl41_244_122v.tif,doi:10.7916/D8ZS4D95,Leaf 122 - Verso
cul:dv41ns1t9x,pl41_245_123r.tif,doi:10.7916/D8GT751T,Leaf 123 - Recto
cul:wh70rxwg0j,pl41_246_123v.tif,doi:10.7916/D8V42BZM,Leaf 123 - Verso
cul:pc866t1hm3,pl41_247_124r.tif,doi:10.7916/D8QC1M96,Leaf 124 - Recto
cul:jdfn2z36dw,pl41_248_124v.tif,doi:10.7916/D8B29C34,Leaf 124 - Verso
cul:c2fqz61447,pl41_249_125r.tif,doi:10.7916/D8FV03WK,Leaf 125 - Recto
cul:4j0zpc87s4,pl41_250_125v.tif,doi:10.7916/D8698MBZ,Leaf 125 - Verso
cul:bvq83bk56g,pl41_251_126r.tif,doi:10.7916/D8T459W4,Leaf 126 - Recto
cul:7d7wm37rg8,pl41_252_126v.tif,doi:10.7916/D8KM0VPT,Leaf 126 - Verso
